make,doors,engine_size,power_hp,gears,cylinders,first_registration,body_type
Fiat,3.0,875.0,86.0,,2.0,2018,Convertible
Fiat,2.0,1368.0,140.0,6.0,4.0,2018,Convertible
Fiat,3.0,999.0,69.0,6.0,3.0,2021,Convertible
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Convertible
Fiat,3.0,1242.0,69.0,5.0,4.0,2017,Convertible
Fiat,2.0,875.0,86.0,5.0,2.0,2014,Convertible
Fiat,2.0,875.0,86.0,,2.0,2013,Convertible
Fiat,2.0,999.0,69.0,6.0,3.0,2022,Convertible
Fiat,3.0,999.0,69.0,6.0,3.0,2022,Convertible
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Convertible
Fiat,2.0,999.0,69.0,6.0,3.0,2022,Convertible
Fiat,3.0,,118.0,,,2022,Convertible
Fiat,2.0,,118.0,1.0,,2022,Convertible
Fiat,2.0,999.0,69.0,6.0,3.0,2020,Convertible
Fiat,2.0,999.0,69.0,6.0,3.0,2022,Convertible
Fiat,2.0,0.0,118.0,1.0,0.0,2022,Convertible
Fiat,2.0,875.0,86.0,,2.0,2013,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2014,Convertible
Fiat,2.0,1242.0,69.0,,4.0,2020,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2017,Convertible
Fiat,3.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2020,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2020,Convertible
Fiat,2.0,,69.0,,,2015,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,999.0,71.0,6.0,,2022,Convertible
Fiat,2.0,1248.0,95.0,5.0,4.0,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2016,Convertible
Fiat,2.0,999.0,71.0,6.0,,2022,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,3.0,999.0,69.0,6.0,3.0,2022,Convertible
Fiat,2.0,,60.0,5.0,4.0,2017,Convertible
Fiat,2.0,999.0,71.0,6.0,,2022,Convertible
Fiat,3.0,999.0,69.0,6.0,3.0,2022,Convertible
Fiat,2.0,1242.0,69.0,,,2020,Convertible
Fiat,2.0,999.0,69.0,6.0,3.0,2022,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2013,Convertible
Fiat,2.0,999.0,69.0,6.0,3.0,2022,Convertible
Fiat,3.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,999.0,69.0,6.0,3.0,2022,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2019,Convertible
Fiat,2.0,999.0,69.0,,,2021,Convertible
Fiat,3.0,999.0,71.0,6.0,3.0,2022,Convertible
Fiat,3.0,1242.0,69.0,5.0,4.0,2011,Convertible
Fiat,2.0,999.0,71.0,,,2022,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,999.0,69.0,,,2022,Convertible
Fiat,2.0,999.0,71.0,6.0,,2022,Convertible
Fiat,2.0,875.0,82.0,5.0,2.0,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2009,Convertible
Fiat,2.0,999.0,69.0,,,2022,Convertible
Fiat,3.0,1242.0,69.0,5.0,4.0,2016,Convertible
Fiat,2.0,999.0,69.0,6.0,3.0,2022,Convertible
Fiat,3.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,999.0,71.0,6.0,,2022,Convertible
Fiat,2.0,999.0,69.0,6.0,3.0,2022,Convertible
Fiat,2.0,999.0,69.0,6.0,3.0,2022,Convertible
Fiat,2.0,875.0,84.0,5.0,2.0,2011,Convertible
Fiat,3.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,3.0,1242.0,69.0,5.0,4.0,2014,Convertible
Fiat,3.0,999.0,69.0,6.0,3.0,2022,Convertible
Fiat,2.0,999.0,71.0,6.0,,2022,Convertible
Fiat,2.0,1242.0,69.0,,,2020,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,,,71.0,6.0,,2020,Convertible
Fiat,3.0,1368.0,69.0,6.0,4.0,2008,Convertible
Fiat,2.0,999.0,69.0,6.0,3.0,2021,Convertible
Fiat,2.0,1242.0,69.0,,4.0,2017,Convertible
Fiat,2.0,1368.0,140.0,6.0,4.0,2019,Convertible
Fiat,2.0,875.0,86.0,5.0,2.0,2013,Convertible
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Convertible
Fiat,2.0,1242.0,69.0,,,2015,Convertible
Fiat,2.0,875.0,86.0,5.0,2.0,2013,Convertible
Fiat,2.0,875.0,86.0,,2.0,2011,Convertible
Fiat,3.0,999.0,69.0,6.0,3.0,2021,Convertible
Fiat,2.0,500.0,19.0,4.0,,1963,Convertible
Fiat,2.0,999.0,69.0,6.0,3.0,2022,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2019,Convertible
Fiat,3.0,999.0,69.0,6.0,3.0,2021,Convertible
Fiat,3.0,999.0,71.0,6.0,3.0,2021,Convertible
Fiat,3.0,1000.0,69.0,6.0,3.0,2021,Convertible
Fiat,2.0,,131.0,5.0,4.0,1996,Convertible
Fiat,2.0,1747.0,131.0,5.0,4.0,2004,Convertible
Fiat,2.0,1747.0,131.0,5.0,4.0,1996,Convertible
Fiat,2.0,1368.0,159.0,,,2017,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,3.0,999.0,69.0,6.0,3.0,2020,Convertible
Fiat,2.0,,140.0,,,2017,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2017,Convertible
Fiat,2.0,,118.0,,,2022,Convertible
Fiat,2.0,,140.0,,,2017,Convertible
Fiat,2.0,,140.0,,,2017,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,1200.0,69.0,,,2019,Convertible
Fiat,2.0,,140.0,,,2017,Convertible
Fiat,2.0,1200.0,69.0,,,2017,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,1200.0,69.0,,,2016,Convertible
Fiat,2.0,1200.0,69.0,,,2016,Convertible
Fiat,2.0,1368.0,140.0,6.0,4.0,2019,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2017,Convertible
Fiat,2.0,999.0,69.0,,,2022,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2014,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,1200.0,69.0,,,2019,Convertible
Fiat,2.0,1200.0,69.0,,,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2019,Convertible
Fiat,2.0,999.0,69.0,,,2022,Convertible
Fiat,2.0,1200.0,69.0,,,2018,Convertible
Fiat,2.0,1200.0,69.0,,,2018,Convertible
Fiat,2.0,1200.0,69.0,,,2019,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,1200.0,69.0,,,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2019,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2014,Convertible
Fiat,2.0,1200.0,69.0,,,2018,Convertible
Fiat,2.0,,118.0,,,2021,Convertible
Fiat,2.0,1200.0,69.0,,,2018,Convertible
Fiat,2.0,1368.0,140.0,,,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2014,Convertible
Fiat,2.0,1200.0,69.0,,,2017,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2010,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,1200.0,69.0,,,2014,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2014,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2014,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2017,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2017,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2017,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,1200.0,69.0,,,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,999.0,71.0,6.0,3.0,2022,Convertible
Fiat,2.0,1200.0,69.0,,,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,1200.0,69.0,,,2017,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,,118.0,1.0,,2022,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2017,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,1200.0,69.0,,,2017,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2017,Convertible
Fiat,2.0,1200.0,69.0,,,2017,Convertible
Fiat,2.0,1200.0,69.0,,,2016,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,875.0,84.0,5.0,2.0,2017,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,,33.0,,,2022,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,1200.0,69.0,,,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2015,Convertible
Fiat,2.0,875.0,86.0,5.0,2.0,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,875.0,86.0,5.0,2.0,2018,Convertible
Fiat,2.0,1200.0,69.0,,,2018,Convertible
Fiat,2.0,1200.0,69.0,,,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2014,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,,140.0,,,2017,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,875.0,86.0,5.0,2.0,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2018,Convertible
Fiat,2.0,875.0,86.0,5.0,2.0,2018,Convertible
Fiat,2.0,1200.0,69.0,,,2018,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2019,Convertible
Fiat,2.0,1242.0,69.0,5.0,4.0,2017,Convertible
Fiat,2.0,1998.0,220.0,5.0,5.0,2000,Coupe
Fiat,2.0,1998.0,220.0,,5.0,2000,Coupe
Fiat,3.0,2418.0,184.0,5.0,6.0,1971,Coupe
Fiat,2.0,,139.0,5.0,4.0,1995,Coupe
Fiat,2.0,1998.0,154.0,5.0,5.0,1999,Coupe
Fiat,2.0,1998.0,220.0,6.0,5.0,1999,Coupe
Fiat,2.0,1747.0,131.0,5.0,4.0,2005,Coupe
Fiat,2.0,1995.0,141.0,5.0,4.0,1994,Coupe
Fiat,2.0,1747.0,131.0,,4.0,1998,Coupe
Fiat,2.0,1747.0,131.0,,4.0,1999,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,1998.0,220.0,6.0,5.0,1997,Coupe
Fiat,3.0,1242.0,69.0,,,2020,Coupe
Fiat,3.0,899.0,69.0,5.0,,2020,Coupe
Fiat,2.0,1995.0,190.0,5.0,4.0,1995,Coupe
Fiat,3.0,1242.0,69.0,5.0,4.0,2018,Coupe
Fiat,,,,,,1973,Coupe
Fiat,2.0,1747.0,131.0,,4.0,1997,Coupe
Fiat,3.0,1248.0,69.0,5.0,,2019,Coupe
Fiat,3.0,1248.0,69.0,5.0,,2019,Coupe
Fiat,3.0,1248.0,69.0,5.0,,2019,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2019,Coupe
Fiat,3.0,899.0,69.0,5.0,,2020,Coupe
Fiat,3.0,1248.0,69.0,5.0,,2018,Coupe
Fiat,,1248.0,69.0,5.0,,2019,Coupe
Fiat,5.0,1242.0,69.0,5.0,,2018,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2019,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2018,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2018,Coupe
Fiat,3.0,899.0,69.0,5.0,,2020,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2019,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2018,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2018,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2018,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2019,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2018,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2019,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2018,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2019,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2018,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2019,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2018,Coupe
Fiat,,1242.0,69.0,5.0,,2020,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2018,Coupe
Fiat,3.0,1242.0,69.0,5.0,,2018,Coupe
Fiat,2.0,2000.0,148.0,5.0,4.0,1988,Coupe
Fiat,2.0,3235.0,167.0,,,1973,Coupe
Fiat,2.0,843.0,48.0,,,1967,Coupe
Fiat,2.0,1290.0,61.0,,,1975,Coupe
Fiat,2.0,2402.0,179.0,,,1971,Coupe
Fiat,2.0,1747.0,131.0,5.0,4.0,1998,Coupe
Fiat,3.0,,118.0,1.0,,2022,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,1747.0,131.0,5.0,4.0,2000,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,500.0,22.0,,,1960,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2017,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Coupe
Fiat,2.0,1368.0,140.0,6.0,4.0,2016,Coupe
Fiat,2.0,1465.0,76.0,,,1990,Coupe
Fiat,2.0,2000.0,250.0,5.0,4.0,1979,Coupe
Fiat,2.0,1600.0,110.0,5.0,4.0,1971,Coupe
Fiat,,2300.0,131.0,4.0,6.0,1966,Coupe
Fiat,2.0,,179.0,,,1987,Coupe
Fiat,2.0,1295.0,67.0,4.0,4.0,1963,Coupe
Fiat,3.0,,110.0,5.0,,2011,Coupe
Fiat,,1800.0,118.0,5.0,,1973,Coupe
Fiat,2.0,2279.0,136.0,4.0,6.0,1964,Coupe
Fiat,,,95.0,,,1963,Coupe
Fiat,2.0,,68.0,4.0,4.0,1969,Coupe
Fiat,2.0,2400.0,103.0,4.0,4.0,1975,Coupe
Fiat,4.0,1368.0,160.0,5.0,4.0,2018,Coupe
Fiat,2.0,1998.0,220.0,,5.0,1998,Coupe
Fiat,2.0,1756.0,118.0,4.0,4.0,1973,Coupe
Fiat,2.0,1995.0,190.0,5.0,4.0,1994,Coupe
Fiat,,1998.0,220.0,5.0,5.0,1998,Coupe
Fiat,2.0,1747.0,131.0,,4.0,1998,Coupe
Fiat,2.0,1368.0,160.0,5.0,4.0,2018,Coupe
Fiat,2.0,1800.0,117.0,5.0,4.0,1972,Coupe
Fiat,2.0,1600.0,110.0,5.0,4.0,1974,Coupe
Fiat,2.0,3235.0,167.0,5.0,6.0,1972,Coupe
Fiat,2.0,1995.0,351.0,,,1994,Coupe
Fiat,2.0,1998.0,220.0,5.0,5.0,1997,Coupe
Fiat,2.0,1995.0,190.0,,4.0,1994,Coupe
Fiat,2.0,1998.0,220.0,,5.0,1997,Coupe
Fiat,2.0,1301.0,65.0,4.0,4.0,1981,Coupe
Fiat,2.0,1998.0,220.0,5.0,5.0,1997,Coupe
Fiat,2.0,1995.0,139.0,,4.0,1994,Coupe
Fiat,3.0,1998.0,220.0,6.0,5.0,1999,Coupe
Fiat,3.0,3200.0,167.0,,,1973,Coupe
Fiat,2.0,1995.0,190.0,5.0,4.0,1995,Coupe
Fiat,2.0,1995.0,194.0,5.0,4.0,1995,Coupe
Fiat,2.0,1998.0,220.0,6.0,5.0,1999,Coupe
Fiat,2.0,,179.0,5.0,6.0,1972,Coupe
Fiat,2.0,1994.0,190.0,5.0,4.0,1995,Coupe
Fiat,2.0,1994.0,190.0,5.0,4.0,1995,Coupe
Fiat,2.0,1592.0,109.0,6.0,4.0,1973,Coupe
Fiat,2.0,2279.0,131.0,,,1967,Coupe
Fiat,3.0,,110.0,5.0,4.0,1972,Coupe
Fiat,2.0,875.0,,5.0,2.0,2013,Coupe
Fiat,2.0,1998.0,220.0,,5.0,1996,Coupe
Fiat,2.0,1998.0,220.0,5.0,5.0,1998,Coupe
Fiat,2.0,1995.0,190.0,5.0,4.0,1994,Coupe
Fiat,2.0,2400.0,184.0,4.0,4.0,1970,Coupe
Fiat,2.0,1368.0,160.0,,,2017,Coupe
Fiat,3.0,1998.0,220.0,6.0,5.0,1998,Coupe
Fiat,2.0,1998.0,220.0,5.0,5.0,1997,Coupe
Fiat,2.0,,160.0,,6.0,1967,Coupe
Fiat,2.0,1998.0,220.0,5.0,5.0,1997,Coupe
Fiat,2.0,1998.0,220.0,5.0,5.0,1997,Coupe
Fiat,2.0,1998.0,220.0,6.0,5.0,1999,Coupe
Fiat,3.0,1368.0,179.0,6.0,3.0,2021,Coupe
Fiat,2.0,847.0,49.0,4.0,4.0,1966,Coupe
Fiat,,,48.0,,,1965,Coupe
Fiat,2.0,1995.0,139.0,5.0,4.0,1995,Coupe
Fiat,2.0,1368.0,179.0,5.0,4.0,2018,Coupe
Fiat,2.0,1983.0,165.0,5.0,6.0,1968,Coupe
Fiat,2.0,1800.0,118.0,5.0,4.0,1972,Coupe
Fiat,2.0,1998.0,220.0,5.0,5.0,1997,Coupe
Fiat,2.0,1910.0,131.0,,,2006,Coupe
Fiat,2.0,1995.0,219.0,5.0,4.0,1997,Coupe
Fiat,2.0,1994.0,190.0,5.0,4.0,1994,Coupe
Fiat,,,52.0,,,1971,Coupe
Fiat,2.0,1150.0,90.0,5.0,4.0,1973,Coupe
Fiat,,,,,,1964,Coupe
Fiat,,,190.0,5.0,4.0,1995,Coupe
Fiat,2.0,1995.0,190.0,,4.0,1994,Coupe
Fiat,3.0,1995.0,139.0,5.0,4.0,1994,Coupe
Fiat,2.0,1368.0,181.0,6.0,4.0,2011,Coupe
Fiat,2.0,1998.0,220.0,5.0,5.0,1998,Coupe
Fiat,2.0,3220.0,165.0,,6.0,1975,Coupe
Fiat,2.0,1747.0,131.0,,4.0,1999,Coupe
Fiat,,1438.0,88.0,5.0,4.0,1968,Coupe
Fiat,2.0,1998.0,220.0,6.0,5.0,1999,Coupe
Fiat,2.0,1438.0,98.0,4.0,4.0,1967,Coupe
Fiat,2.0,1998.0,220.0,5.0,5.0,1999,Coupe
Fiat,2.0,1747.0,131.0,5.0,4.0,2000,Coupe
Fiat,2.0,2000.0,367.0,5.0,4.0,1972,Coupe
Fiat,2.0,2000.0,220.0,6.0,5.0,1999,Coupe
Fiat,2.0,1995.0,219.0,5.0,5.0,1997,Coupe
Fiat,2.0,1400.0,88.0,,,1972,Coupe
Fiat,2.0,1998.0,220.0,6.0,5.0,1999,Coupe
Fiat,2.0,1998.0,220.0,,5.0,2000,Coupe
Fiat,2.0,1998.0,220.0,6.0,5.0,2000,Coupe
Fiat,2.0,1988.0,160.0,5.0,6.0,1967,Coupe
Fiat,2.0,1995.0,139.0,,,1995,Coupe
Fiat,2.0,1998.0,220.0,,5.0,1998,Coupe
Fiat,2.0,1998.0,220.0,5.0,5.0,1996,Coupe
Fiat,2.0,1995.0,190.0,5.0,4.0,1994,Coupe
Fiat,2.0,3238.0,165.0,,,1972,Coupe
Fiat,,,165.0,,,1973,Coupe
Fiat,2.0,1995.0,190.0,,4.0,1994,Coupe
Fiat,2.0,1998.0,147.0,5.0,5.0,1998,Coupe
Fiat,2.0,2300.0,136.0,4.0,6.0,1966,Coupe
Fiat,2.0,,167.0,5.0,6.0,1976,Coupe
Fiat,2.0,1998.0,220.0,,5.0,1997,Coupe
Fiat,3.0,2279.0,105.0,4.0,6.0,1963,Coupe
Fiat,2.0,1998.0,220.0,,,2000,Coupe
Fiat,2.0,0.0,118.0,,,2021,Coupe
Fiat,2.0,1995.0,190.0,,4.0,1995,Coupe
Fiat,2.0,1995.0,139.0,5.0,4.0,1996,Coupe
Fiat,2.0,1995.0,190.0,5.0,4.0,1995,Coupe
Fiat,2.0,1995.0,139.0,,4.0,1996,Coupe
Fiat,2.0,1747.0,131.0,5.0,,1996,Coupe
Fiat,2.0,1747.0,131.0,,4.0,1996,Coupe
Fiat,2.0,1995.0,190.0,,4.0,1994,Coupe
Fiat,2.0,1998.0,147.0,,5.0,1997,Coupe
Fiat,2.0,982.0,63.0,4.0,4.0,1967,Coupe
Fiat,2.0,843.0,49.0,4.0,4.0,1966,Coupe
Fiat,3.0,1000.0,50.0,5.0,4.0,1990,Coupe
Fiat,2.0,1995.0,190.0,5.0,4.0,1995,Coupe
Fiat,2.0,1995.0,190.0,5.0,4.0,1995,Coupe
Fiat,2.0,1998.0,220.0,,5.0,1999,Coupe
Fiat,2.0,,220.0,,,1999,Coupe
Fiat,2.0,1998.0,220.0,,5.0,1997,Coupe
Fiat,2.0,1747.0,131.0,,,1999,Coupe
Fiat,2.0,1995.0,139.0,5.0,4.0,1995,Coupe
Fiat,2.0,1995.0,139.0,5.0,4.0,1994,Coupe
Fiat,2.0,1998.0,220.0,6.0,5.0,1999,Coupe
Fiat,2.0,1400.0,136.0,,,2016,Coupe
Fiat,2.0,1995.0,147.0,5.0,5.0,1997,Coupe
Fiat,2.0,1995.0,120.0,5.0,4.0,1976,Coupe
Fiat,2.0,1747.0,131.0,5.0,4.0,2001,Coupe
Fiat,2.0,1995.0,190.0,5.0,4.0,1996,Coupe
Fiat,2.0,850.0,50.0,,,1965,Coupe
Fiat,2.0,1747.0,131.0,5.0,4.0,1997,Coupe
Fiat,2.0,1998.0,154.0,5.0,5.0,1999,Coupe
Fiat,2.0,1995.0,139.0,5.0,4.0,1996,Coupe
Fiat,3.0,1300.0,97.0,5.0,3.0,2013,Coupe
Fiat,2.0,1998.0,220.0,5.0,5.0,1997,Coupe
Fiat,2.0,1747.0,194.0,5.0,4.0,1994,Coupe
Fiat,2.0,1995.0,190.0,5.0,4.0,1995,Coupe
Fiat,2.0,1995.0,190.0,5.0,4.0,1994,Coupe
Fiat,2.0,1998.0,220.0,6.0,5.0,1999,Coupe
Fiat,2.0,1995.0,190.0,,4.0,1996,Coupe
Fiat,2.0,1998.0,220.0,6.0,5.0,1999,Coupe
Fiat,3.0,2000.0,154.0,5.0,5.0,1999,Coupe
Fiat,3.0,767.0,31.0,4.0,4.0,1965,Coupe
Fiat,2.0,1747.0,131.0,,4.0,2000,Coupe
Fiat,2.0,1995.0,190.0,,4.0,1995,Coupe
Fiat,2.0,1998.0,220.0,5.0,5.0,1998,Coupe
Fiat,3.0,,69.0,4.0,4.0,1979,Coupe
Fiat,2.0,1995.0,139.0,5.0,4.0,1995,Coupe
Fiat,2.0,1998.0,220.0,,5.0,2000,Coupe
Fiat,2.0,1995.0,190.0,5.0,4.0,1994,Coupe
Fiat,2.0,1995.0,194.0,5.0,4.0,1995,Coupe
Fiat,2.0,1998.0,220.0,,5.0,1998,Coupe
Fiat,3.0,1998.0,147.0,5.0,5.0,1996,Coupe
Fiat,2.0,1995.0,139.0,5.0,4.0,1995,Coupe
Fiat,2.0,1800.0,131.0,5.0,4.0,1998,Coupe
Fiat,2.0,1747.0,131.0,5.0,4.0,1996,Coupe
Fiat,2.0,1998.0,154.0,5.0,5.0,1998,Coupe
Fiat,2.0,1995.0,190.0,5.0,4.0,1994,Coupe
Fiat,,,163.0,,,1968,Coupe
Fiat,2.0,1500.0,76.0,4.0,,1966,Coupe
Fiat,,1800.0,118.0,5.0,,1975,Coupe
Fiat,2.0,1747.0,131.0,5.0,4.0,1998,Coupe
Fiat,3.0,2000.0,140.0,5.0,,1995,Coupe
Fiat,2.0,1998.0,147.0,,5.0,1997,Coupe
Fiat,2.0,1998.0,147.0,5.0,5.0,1997,Coupe
