make,doors,engine_size,power_hp,gears,cylinders,first_registration,body_type
Mercedes-Benz,5.0,,,,,2016,Compact
Mercedes-Benz,4.0,1.0,292.0,9.0,,2022,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,1991.0,306.0,7.0,4.0,2020,Compact
Mercedes-Benz,5.0,2143.0,136.0,7.0,4.0,2015,Compact
Mercedes-Benz,3.0,1799.0,122.0,6.0,4.0,2005,Compact
Mercedes-Benz,5.0,,,,,2018,Compact
Mercedes-Benz,5.0,1991.0,190.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,306.0,,,2019,Compact
Mercedes-Benz,5.0,1991.0,139.0,1.0,4.0,2018,Compact
Mercedes-Benz,5.0,1461.0,90.0,5.0,4.0,2015,Compact
Mercedes-Benz,5.0,1991.0,381.0,7.0,4.0,2016,Compact
Mercedes-Benz,5.0,1991.0,211.0,7.0,4.0,2013,Compact
Mercedes-Benz,5.0,1461.0,116.0,6.0,4.0,2020,Compact
Mercedes-Benz,5.0,2143.0,136.0,7.0,4.0,2016,Compact
Mercedes-Benz,4.0,1991.0,109.0,,,2010,Compact
Mercedes-Benz,4.0,1332.0,160.0,,,2021,Compact
Mercedes-Benz,5.0,1991.0,306.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1461.0,116.0,7.0,4.0,2020,Compact
Mercedes-Benz,5.0,1991.0,381.0,7.0,4.0,2016,Compact
Mercedes-Benz,5.0,1461.0,109.0,7.0,4.0,2018,Compact
Mercedes-Benz,4.0,1461.0,116.0,7.0,4.0,2020,Compact
Mercedes-Benz,5.0,1332.0,136.0,6.0,4.0,2021,Compact
Mercedes-Benz,5.0,1332.0,163.0,,,2019,Compact
Mercedes-Benz,5.0,1950.0,194.0,9.0,,2021,Compact
Mercedes-Benz,5.0,1461.0,109.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,4.0,2021,Compact
Mercedes-Benz,5.0,1461.0,90.0,,,2014,Compact
Mercedes-Benz,5.0,1991.0,360.0,7.0,4.0,2014,Compact
Mercedes-Benz,4.0,2035.0,136.0,,,2005,Compact
Mercedes-Benz,4.0,1332.0,163.0,,,2020,Compact
Mercedes-Benz,5.0,1332.0,136.0,,,2020,Compact
Mercedes-Benz,5.0,1332.0,218.0,8.0,4.0,2021,Compact
Mercedes-Benz,4.0,2143.0,170.0,,,2016,Compact
Mercedes-Benz,5.0,1595.0,122.0,7.0,4.0,2017,Compact
Mercedes-Benz,5.0,1332.0,136.0,6.0,4.0,2020,Compact
Mercedes-Benz,5.0,1461.0,116.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1950.0,150.0,8.0,,2019,Compact
Mercedes-Benz,4.0,1332.0,136.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1461.0,109.0,6.0,4.0,2014,Compact
Mercedes-Benz,5.0,1461.0,116.0,,,2019,Compact
Mercedes-Benz,5.0,1332.0,109.0,6.0,,2021,Compact
Mercedes-Benz,5.0,1699.0,116.0,,4.0,2011,Compact
Mercedes-Benz,5.0,1461.0,109.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1991.0,190.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1461.0,116.0,7.0,4.0,2021,Compact
Mercedes-Benz,5.0,1461.0,116.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1461.0,109.0,7.0,4.0,2016,Compact
Mercedes-Benz,5.0,1461.0,109.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1332.0,136.0,7.0,4.0,2020,Compact
Mercedes-Benz,5.0,1796.0,136.0,6.0,4.0,2013,Compact
Mercedes-Benz,5.0,2143.0,136.0,7.0,4.0,2016,Compact
Mercedes-Benz,5.0,1461.0,116.0,,,2019,Compact
Mercedes-Benz,5.0,1461.0,109.0,7.0,4.0,2018,Compact
Mercedes-Benz,4.0,1461.0,116.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1332.0,163.0,,,2018,Compact
Mercedes-Benz,5.0,1461.0,116.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1332.0,136.0,7.0,4.0,2020,Compact
Mercedes-Benz,5.0,1332.0,235.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,1332.0,136.0,7.0,4.0,2020,Compact
Mercedes-Benz,5.0,1950.0,150.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,1461.0,109.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1332.0,136.0,,,2020,Compact
Mercedes-Benz,4.0,1332.0,163.0,,,2021,Compact
Mercedes-Benz,5.0,2143.0,136.0,7.0,4.0,2016,Compact
Mercedes-Benz,4.0,1498.0,95.0,,,2006,Compact
Mercedes-Benz,5.0,2143.0,136.0,7.0,4.0,2017,Compact
Mercedes-Benz,4.0,1950.0,190.0,,,2021,Compact
Mercedes-Benz,5.0,2143.0,136.0,7.0,4.0,2017,Compact
Mercedes-Benz,4.0,1950.0,150.0,,,2020,Compact
Mercedes-Benz,5.0,,136.0,,,2021,Compact
Mercedes-Benz,4.0,1950.0,150.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,1991.0,421.0,,,2020,Compact
Mercedes-Benz,5.0,,163.0,,,2016,Compact
Mercedes-Benz,4.0,1461.0,116.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1595.0,122.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1699.0,116.0,5.0,,2012,Compact
Mercedes-Benz,5.0,1461.0,109.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1498.0,95.0,5.0,4.0,2008,Compact
Mercedes-Benz,5.0,2034.0,136.0,5.0,4.0,2005,Compact
Mercedes-Benz,5.0,1498.0,95.0,5.0,4.0,2008,Compact
Mercedes-Benz,5.0,1991.0,218.0,7.0,4.0,2020,Compact
Mercedes-Benz,5.0,1332.0,109.0,5.0,,2020,Compact
Mercedes-Benz,5.0,1332.0,136.0,7.0,,2022,Compact
Mercedes-Benz,5.0,1332.0,136.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1461.0,109.0,6.0,4.0,2015,Compact
Mercedes-Benz,5.0,1991.0,306.0,7.0,4.0,2021,Compact
Mercedes-Benz,3.0,3982.0,557.0,7.0,8.0,2021,Compact
Mercedes-Benz,4.0,300.0,170.0,,6.0,1986,Compact
Mercedes-Benz,5.0,2999.0,367.0,9.0,6.0,2019,Compact
Mercedes-Benz,4.0,3982.0,639.0,9.0,8.0,2019,Compact
Mercedes-Benz,5.0,1991.0,109.0,1.0,4.0,2012,Compact
Mercedes-Benz,5.0,2999.0,435.0,9.0,6.0,2020,Compact
Mercedes-Benz,5.0,,523.0,,,2022,Compact
Mercedes-Benz,5.0,,,9.0,,2022,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,1991.0,421.0,,4.0,2020,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,2999.0,368.0,,6.0,2021,Compact
Mercedes-Benz,5.0,1991.0,306.0,,4.0,2019,Compact
Mercedes-Benz,4.0,1337.0,,7.0,,2021,Compact
Mercedes-Benz,5.0,2999.0,367.0,9.0,6.0,2020,Compact
Mercedes-Benz,5.0,1991.0,362.0,7.0,4.0,2015,Compact
Mercedes-Benz,5.0,1991.0,381.0,,4.0,2017,Compact
Mercedes-Benz,5.0,1991.0,275.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1461.0,109.0,6.0,4.0,2014,Compact
Mercedes-Benz,5.0,1461.0,109.0,6.0,4.0,2017,Compact
Mercedes-Benz,5.0,1991.0,381.0,7.0,4.0,2016,Compact
Mercedes-Benz,5.0,,292.0,9.0,,2022,Compact
Mercedes-Benz,5.0,1461.0,109.0,6.0,4.0,2016,Compact
Mercedes-Benz,5.0,1461.0,109.0,,4.0,2016,Compact
Mercedes-Benz,5.0,1991.0,306.0,,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,360.0,7.0,4.0,2013,Compact
Mercedes-Benz,3.0,3982.0,510.0,7.0,8.0,2015,Compact
Mercedes-Benz,4.0,1337.0,,7.0,,2021,Compact
Mercedes-Benz,4.0,,,7.0,,2021,Compact
Mercedes-Benz,5.0,1595.0,122.0,8.0,4.0,2014,Compact
Mercedes-Benz,5.0,1991.0,381.0,7.0,4.0,2016,Compact
Mercedes-Benz,5.0,1991.0,362.0,7.0,4.0,2014,Compact
Mercedes-Benz,5.0,1461.0,109.0,,4.0,2012,Compact
Mercedes-Benz,5.0,1991.0,306.0,,,2022,Compact
Mercedes-Benz,5.0,1991.0,381.0,,4.0,2016,Compact
Mercedes-Benz,5.0,1991.0,379.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1332.0,163.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1991.0,224.0,,4.0,2019,Compact
Mercedes-Benz,5.0,3982.0,640.0,,8.0,2020,Compact
Mercedes-Benz,5.0,1991.0,190.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,362.0,7.0,4.0,2014,Compact
Mercedes-Benz,5.0,1461.0,109.0,6.0,4.0,2017,Compact
Mercedes-Benz,5.0,1332.0,,,4.0,2021,Compact
Mercedes-Benz,5.0,1595.0,102.0,7.0,4.0,2017,Compact
Mercedes-Benz,5.0,,,,,2019,Compact
Mercedes-Benz,5.0,1991.0,109.0,6.0,4.0,2006,Compact
Mercedes-Benz,5.0,1991.0,109.0,6.0,4.0,2012,Compact
Mercedes-Benz,5.0,1461.0,116.0,,,2019,Compact
Mercedes-Benz,5.0,1500.0,109.0,7.0,4.0,2014,Compact
Mercedes-Benz,5.0,1950.0,150.0,,4.0,2019,Compact
Mercedes-Benz,5.0,,,,,2016,Compact
Mercedes-Benz,5.0,1991.0,306.0,7.0,4.0,2021,Compact
Mercedes-Benz,5.0,1461.0,116.0,,,2019,Compact
Mercedes-Benz,5.0,1991.0,211.0,7.0,4.0,2013,Compact
Mercedes-Benz,5.0,,136.0,,,2013,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,4.0,2021,Compact
Mercedes-Benz,5.0,2143.0,179.0,,,2017,Compact
Mercedes-Benz,5.0,1991.0,190.0,,4.0,2020,Compact
Mercedes-Benz,5.0,2143.0,,,,2018,Compact
Mercedes-Benz,5.0,1332.0,218.0,8.0,4.0,2021,Compact
Mercedes-Benz,5.0,1461.0,109.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1332.0,136.0,7.0,4.0,2020,Compact
Mercedes-Benz,5.0,1498.0,95.0,5.0,4.0,2011,Compact
Mercedes-Benz,5.0,1461.0,116.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1595.0,122.0,,4.0,2016,Compact
Mercedes-Benz,5.0,2143.0,136.0,7.0,4.0,2015,Compact
Mercedes-Benz,4.0,1332.0,218.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,1461.0,116.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,2143.0,177.0,7.0,4.0,2016,Compact
Mercedes-Benz,5.0,1332.0,165.0,,4.0,2018,Compact
Mercedes-Benz,5.0,1332.0,218.0,8.0,4.0,2021,Compact
Mercedes-Benz,5.0,1333.0,163.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1461.0,109.0,,4.0,2013,Compact
Mercedes-Benz,5.0,1595.0,156.0,6.0,4.0,2017,Compact
Mercedes-Benz,5.0,1991.0,224.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1900.0,116.0,6.0,4.0,2021,Compact
Mercedes-Benz,5.0,1461.0,109.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1595.0,122.0,7.0,4.0,2015,Compact
Mercedes-Benz,5.0,1991.0,211.0,,4.0,2012,Compact
Mercedes-Benz,5.0,1595.0,122.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1595.0,122.0,8.0,4.0,2015,Compact
Mercedes-Benz,5.0,1595.0,122.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1332.0,,,,2022,Compact
Mercedes-Benz,5.0,1332.0,,,,2022,Compact
Mercedes-Benz,5.0,1332.0,,,,2022,Compact
Mercedes-Benz,5.0,1332.0,163.0,,,2018,Compact
Mercedes-Benz,5.0,1595.0,122.0,6.0,4.0,2013,Compact
Mercedes-Benz,5.0,1461.0,116.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1991.0,310.0,,,2019,Compact
Mercedes-Benz,5.0,1332.0,165.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1332.0,218.0,8.0,4.0,2021,Compact
Mercedes-Benz,5.0,1991.0,211.0,7.0,4.0,2014,Compact
Mercedes-Benz,5.0,1332.0,136.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1332.0,136.0,7.0,4.0,2021,Compact
Mercedes-Benz,5.0,2143.0,136.0,7.0,4.0,2017,Compact
Mercedes-Benz,5.0,1595.0,122.0,6.0,4.0,2015,Compact
Mercedes-Benz,5.0,1595.0,122.0,6.0,4.0,2013,Compact
Mercedes-Benz,5.0,1500.0,109.0,7.0,4.0,2017,Compact
Mercedes-Benz,5.0,1461.0,116.0,6.0,,2019,Compact
Mercedes-Benz,5.0,1500.0,116.0,6.0,4.0,2019,Compact
Mercedes-Benz,5.0,1461.0,116.0,,,2018,Compact
Mercedes-Benz,5.0,1461.0,91.0,,,2014,Compact
Mercedes-Benz,5.0,1500.0,116.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1595.0,122.0,6.0,4.0,2013,Compact
Mercedes-Benz,5.0,1332.0,165.0,,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,190.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1461.0,107.0,6.0,4.0,2018,Compact
Mercedes-Benz,5.0,1595.0,122.0,6.0,4.0,2016,Compact
Mercedes-Benz,5.0,1461.0,116.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1595.0,156.0,7.0,4.0,2013,Compact
Mercedes-Benz,5.0,1461.0,109.0,,4.0,2016,Compact
Mercedes-Benz,5.0,1950.0,116.0,,,2021,Compact
Mercedes-Benz,5.0,1595.0,102.0,6.0,4.0,2017,Compact
Mercedes-Benz,5.0,1332.0,,,,2021,Compact
Mercedes-Benz,5.0,1595.0,122.0,7.0,4.0,2014,Compact
Mercedes-Benz,5.0,1332.0,165.0,,4.0,2019,Compact
Mercedes-Benz,5.0,1596.0,102.0,5.0,,2016,Compact
Mercedes-Benz,5.0,1595.0,122.0,,4.0,2015,Compact
Mercedes-Benz,4.0,1950.0,,,,2022,Compact
Mercedes-Benz,5.0,1595.0,122.0,7.0,4.0,2016,Compact
Mercedes-Benz,5.0,1595.0,122.0,7.0,4.0,2015,Compact
Mercedes-Benz,5.0,1333.0,163.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1332.0,,,,2022,Compact
Mercedes-Benz,5.0,2143.0,137.0,,,2016,Compact
Mercedes-Benz,5.0,1500.0,90.0,6.0,4.0,2017,Compact
Mercedes-Benz,5.0,1332.0,163.0,,,2018,Compact
Mercedes-Benz,5.0,1500.0,116.0,6.0,4.0,2019,Compact
Mercedes-Benz,5.0,1332.0,163.0,7.0,4.0,2020,Compact
Mercedes-Benz,5.0,2143.0,136.0,,,2018,Compact
Mercedes-Benz,5.0,1332.0,,,,2022,Compact
Mercedes-Benz,5.0,2143.0,136.0,,,2018,Compact
Mercedes-Benz,5.0,1595.0,102.0,,4.0,2015,Compact
Mercedes-Benz,5.0,2143.0,177.0,7.0,4.0,2017,Compact
Mercedes-Benz,5.0,1332.0,136.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1595.0,122.0,7.0,4.0,2015,Compact
Mercedes-Benz,5.0,2143.0,179.0,,,2016,Compact
Mercedes-Benz,5.0,1595.0,122.0,7.0,4.0,2017,Compact
Mercedes-Benz,5.0,1595.0,102.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1333.0,163.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1300.0,109.0,6.0,4.0,2019,Compact
Mercedes-Benz,5.0,1595.0,102.0,6.0,4.0,2017,Compact
Mercedes-Benz,5.0,1595.0,122.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1991.0,,,,2022,Compact
Mercedes-Benz,4.0,2143.0,,,,2019,Compact
Mercedes-Benz,5.0,1595.0,122.0,,4.0,2017,Compact
Mercedes-Benz,5.0,1461.0,109.0,7.0,4.0,2017,Compact
Mercedes-Benz,5.0,1332.0,,,,2022,Compact
Mercedes-Benz,5.0,1461.0,116.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,2000.0,193.0,,,2019,Compact
Mercedes-Benz,5.0,1461.0,109.0,6.0,4.0,2014,Compact
Mercedes-Benz,5.0,1332.0,,,,2022,Compact
Mercedes-Benz,5.0,1950.0,150.0,8.0,,2020,Compact
Mercedes-Benz,5.0,1950.0,193.0,,,2020,Compact
Mercedes-Benz,4.0,1461.0,,,,2020,Compact
Mercedes-Benz,5.0,1950.0,152.0,,,2019,Compact
Mercedes-Benz,5.0,1332.0,165.0,,4.0,2021,Compact
Mercedes-Benz,5.0,1461.0,,,,2018,Compact
Mercedes-Benz,5.0,2143.0,137.0,,,2017,Compact
Mercedes-Benz,5.0,1332.0,136.0,6.0,4.0,2020,Compact
Mercedes-Benz,5.0,1332.0,166.0,,,2019,Compact
Mercedes-Benz,5.0,1991.0,310.0,,,2019,Compact
Mercedes-Benz,4.0,1950.0,,,,2022,Compact
Mercedes-Benz,5.0,1950.0,116.0,,,2021,Compact
Mercedes-Benz,5.0,2143.0,137.0,,,2017,Compact
Mercedes-Benz,5.0,2143.0,136.0,,,2014,Compact
Mercedes-Benz,5.0,1461.0,118.0,,,2020,Compact
Mercedes-Benz,5.0,1332.0,,,,2022,Compact
Mercedes-Benz,4.0,1332.0,,,,2022,Compact
Mercedes-Benz,5.0,1950.0,150.0,8.0,,2021,Compact
Mercedes-Benz,5.0,1461.0,110.0,,,2018,Compact
Mercedes-Benz,5.0,1332.0,160.0,,4.0,2021,Compact
Mercedes-Benz,5.0,1950.0,152.0,,,2019,Compact
Mercedes-Benz,5.0,1991.0,193.0,,,2019,Compact
Mercedes-Benz,5.0,1461.0,,,,2015,Compact
Mercedes-Benz,5.0,1332.0,102.0,8.0,4.0,2022,Compact
Mercedes-Benz,5.0,1332.0,,,,2020,Compact
Mercedes-Benz,5.0,1332.0,,,,2022,Compact
Mercedes-Benz,5.0,1332.0,136.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1332.0,136.0,7.0,4.0,2020,Compact
Mercedes-Benz,5.0,1595.0,122.0,,4.0,2016,Compact
Mercedes-Benz,5.0,1991.0,193.0,,,2019,Compact
Mercedes-Benz,5.0,1461.0,110.0,,,2018,Compact
Mercedes-Benz,5.0,1332.0,,,,2019,Compact
Mercedes-Benz,5.0,1332.0,,,,2020,Compact
Mercedes-Benz,5.0,1595.0,,,,2017,Compact
Mercedes-Benz,5.0,1332.0,,,,2022,Compact
Mercedes-Benz,5.0,1461.0,,,,2019,Compact
Mercedes-Benz,3.0,,265.0,7.0,,2013,Compact
Mercedes-Benz,5.0,1595.0,122.0,7.0,4.0,2014,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,4.0,2021,Compact
Mercedes-Benz,5.0,1498.0,95.0,5.0,4.0,2011,Compact
Mercedes-Benz,4.0,2143.0,136.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1991.0,306.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,381.0,7.0,4.0,2017,Compact
Mercedes-Benz,5.0,1950.0,150.0,,,2019,Compact
Mercedes-Benz,5.0,2746.0,185.0,5.0,6.0,1985,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,4.0,2022,Compact
Mercedes-Benz,5.0,,,6.0,,2017,Compact
Mercedes-Benz,5.0,1991.0,360.0,7.0,4.0,2015,Compact
Mercedes-Benz,5.0,2143.0,170.0,7.0,4.0,2013,Compact
Mercedes-Benz,2.0,1950.0,194.0,,,2017,Compact
Mercedes-Benz,5.0,2143.0,170.0,7.0,4.0,2014,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,4.0,2022,Compact
Mercedes-Benz,5.0,1991.0,360.0,7.0,4.0,2014,Compact
Mercedes-Benz,5.0,1991.0,360.0,7.0,4.0,2013,Compact
Mercedes-Benz,5.0,1991.0,360.0,7.0,4.0,2014,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,1991.0,306.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,1991.0,224.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,4.0,2021,Compact
Mercedes-Benz,5.0,1991.0,306.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,2143.0,177.0,7.0,4.0,2016,Compact
Mercedes-Benz,5.0,1991.0,381.0,7.0,4.0,2016,Compact
Mercedes-Benz,5.0,1991.0,306.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,306.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,2143.0,170.0,7.0,4.0,2014,Compact
Mercedes-Benz,5.0,1991.0,109.0,6.0,4.0,2012,Compact
Mercedes-Benz,5.0,1991.0,190.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,360.0,7.0,4.0,2013,Compact
Mercedes-Benz,5.0,1991.0,360.0,7.0,4.0,2014,Compact
Mercedes-Benz,5.0,1461.0,109.0,7.0,4.0,2013,Compact
Mercedes-Benz,5.0,1991.0,224.0,7.0,4.0,2022,Compact
Mercedes-Benz,5.0,1991.0,360.0,,4.0,2015,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,1991.0,224.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,360.0,7.0,4.0,2015,Compact
Mercedes-Benz,5.0,1950.0,190.0,8.0,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,360.0,7.0,4.0,2013,Compact
Mercedes-Benz,5.0,1991.0,306.0,7.0,4.0,2019,Compact
Mercedes-Benz,4.0,1991.0,306.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,,170.0,,,2012,Compact
Mercedes-Benz,5.0,1991.0,306.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,1950.0,150.0,8.0,4.0,2022,Compact
Mercedes-Benz,5.0,1950.0,150.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,1461.0,116.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1991.0,140.0,6.0,4.0,2013,Compact
Mercedes-Benz,5.0,1991.0,306.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,381.0,7.0,4.0,2017,Compact
Mercedes-Benz,5.0,1461.0,109.0,7.0,4.0,2015,Compact
Mercedes-Benz,5.0,1796.0,136.0,6.0,4.0,2013,Compact
Mercedes-Benz,4.0,1332.0,218.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,1461.0,109.0,6.0,4.0,2017,Compact
Mercedes-Benz,5.0,1991.0,109.0,6.0,4.0,2007,Compact
Mercedes-Benz,5.0,,179.0,,,2004,Compact
Mercedes-Benz,5.0,1991.0,306.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,306.0,7.0,4.0,2019,Compact
Mercedes-Benz,4.0,1332.0,160.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,1332.0,163.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,4.0,2020,Compact
Mercedes-Benz,2.0,2999.0,435.0,9.0,,2018,Compact
Mercedes-Benz,5.0,2143.0,136.0,7.0,4.0,2017,Compact
Mercedes-Benz,5.0,2143.0,136.0,6.0,4.0,2017,Compact
Mercedes-Benz,5.0,1991.0,360.0,7.0,4.0,2014,Compact
Mercedes-Benz,5.0,,184.0,,,2013,Compact
Mercedes-Benz,5.0,1991.0,360.0,7.0,4.0,2013,Compact
Mercedes-Benz,5.0,2143.0,170.0,7.0,4.0,2013,Compact
Mercedes-Benz,5.0,2143.0,136.0,7.0,4.0,2015,Compact
Mercedes-Benz,5.0,1595.0,122.0,7.0,4.0,2017,Compact
Mercedes-Benz,5.0,2143.0,136.0,6.0,4.0,2017,Compact
Mercedes-Benz,5.0,1332.0,163.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,,2020,Compact
Mercedes-Benz,5.0,1991.0,381.0,7.0,4.0,2017,Compact
Mercedes-Benz,5.0,1332.0,163.0,6.0,4.0,2018,Compact
Mercedes-Benz,5.0,1461.0,116.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,2143.0,136.0,6.0,4.0,2017,Compact
Mercedes-Benz,4.0,1332.0,160.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,1991.0,109.0,1.0,4.0,2020,Compact
Mercedes-Benz,5.0,1950.0,150.0,8.0,4.0,2022,Compact
Mercedes-Benz,5.0,1950.0,150.0,8.0,4.0,2022,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,4.0,2022,Compact
Mercedes-Benz,5.0,1332.0,163.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1950.0,150.0,8.0,4.0,2022,Compact
Mercedes-Benz,5.0,1991.0,218.0,7.0,4.0,2016,Compact
Mercedes-Benz,5.0,1950.0,116.0,8.0,4.0,2021,Compact
Mercedes-Benz,5.0,1991.0,306.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1950.0,320.0,9.0,,2021,Compact
Mercedes-Benz,5.0,1991.0,360.0,7.0,4.0,2014,Compact
Mercedes-Benz,5.0,1950.0,190.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,1461.0,116.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1461.0,109.0,,,2015,Compact
Mercedes-Benz,5.0,1991.0,360.0,7.0,4.0,2015,Compact
Mercedes-Benz,5.0,1461.0,116.0,7.0,4.0,2018,Compact
Mercedes-Benz,5.0,1461.0,116.0,,,2019,Compact
Mercedes-Benz,5.0,1461.0,109.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1332.0,163.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,2143.0,136.0,7.0,4.0,2015,Compact
Mercedes-Benz,5.0,,156.0,,,2012,Compact
Mercedes-Benz,5.0,,150.0,,,2009,Compact
Mercedes-Benz,5.0,1950.0,150.0,8.0,4.0,2022,Compact
Mercedes-Benz,5.0,1991.0,360.0,7.0,4.0,2014,Compact
Mercedes-Benz,5.0,1595.0,122.0,7.0,4.0,2017,Compact
Mercedes-Benz,5.0,1950.0,150.0,8.0,4.0,2019,Compact
Mercedes-Benz,5.0,1950.0,150.0,8.0,4.0,2019,Compact
Mercedes-Benz,5.0,1991.0,381.0,7.0,4.0,2016,Compact
Mercedes-Benz,5.0,2143.0,136.0,6.0,4.0,2017,Compact
Mercedes-Benz,5.0,1332.0,163.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,2143.0,136.0,7.0,4.0,2015,Compact
Mercedes-Benz,5.0,2143.0,136.0,6.0,4.0,2015,Compact
Mercedes-Benz,5.0,1461.0,109.0,7.0,4.0,2014,Compact
Mercedes-Benz,5.0,1991.0,224.0,7.0,4.0,2021,Compact
